|cve-id|cve-url|cve-desc|pub-time|score|vulner-types|cwe-id|cwe-url|cwe-def|cwe-rel|pd-info
0|CVE-2021-27169|https://www.cvedetails.com/cve/CVE-2021-27169/|An issue was discovered on FiberHome AN5506-04-FA devices with firmware RP2631. There is a gepon password for the gepon account.|2021-02-10|5.0|None|798|https://www.cvedetails.com/cwe-details/798/cwe.html|CWE - 798 : Use of Hard-coded Credentials|ChildOf,344,Use of Invariant Value in Dynamically Changing Context;ChildOf,287,Improper Authentication;ChildOf,671,Lack of Administrator Control over Security;ParentOf,321,Use of Hard-coded Cryptographic Key;PeerOf,257,Storing Passwords in a Recoverable Format;ParentOf,259,Use of Hard-coded Password;MemberOf,1010,Authenticate Actors;MemberOf,255,Credentials Management Errors|None
1|CVE-2021-27170|https://www.cvedetails.com/cve/CVE-2021-27170/|An issue was discovered on FiberHome HG6245D devices through RP2613. By default, there are no firewall rules for IPv6 connectivity, exposing the internal management interfaces to the Internet.|2021-02-10|5.0|None|922|https://www.cvedetails.com/cwe-details/922/cwe.html|None|None|None
2|CVE-2021-27171|https://www.cvedetails.com/cve/CVE-2021-27171/|An issue was discovered on FiberHome HG6245D devices through RP2613. It is possible to start a Linux telnetd as root on port 26/tcp by using the CLI interface commands of ddd and shell (or tshell).|2021-02-10|10.0|None|787|https://www.cvedetails.com/cwe-details/787/cwe.html|CWE - 787 : Out-of-bounds Write|MemberOf,1218,Memory Buffer Errors;CanFollow,823,Use of Out-of-range Pointer Offset;ParentOf,124,Buffer Underwrite ('Buffer Underflow');CanFollow,822,Untrusted Pointer Dereference;ParentOf,122,Heap-based Buffer Overflow;CanFollow,825,Expired Pointer Dereference;ChildOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,123,Write-what-where Condition;CanFollow,824,Access of Uninitialized Pointer;ParentOf,121,Stack-based Buffer Overflow|None
3|CVE-2021-27172|https://www.cvedetails.com/cve/CVE-2021-27172/|An issue was discovered on FiberHome HG6245D devices through RP2613. A hardcoded GEPON password for root is defined inside /etc/init.d/system-config.sh.|2021-02-10|5.0|None|798|https://www.cvedetails.com/cwe-details/798/cwe.html|CWE - 798 : Use of Hard-coded Credentials|ChildOf,344,Use of Invariant Value in Dynamically Changing Context;ChildOf,287,Improper Authentication;ChildOf,671,Lack of Administrator Control over Security;ParentOf,321,Use of Hard-coded Cryptographic Key;PeerOf,257,Storing Passwords in a Recoverable Format;ParentOf,259,Use of Hard-coded Password;MemberOf,1010,Authenticate Actors;MemberOf,255,Credentials Management Errors|None
4|CVE-2021-27173|https://www.cvedetails.com/cve/CVE-2021-27173/|An issue was discovered on FiberHome HG6245D devices through RP2613. There is a telnet?enable=0&key=calculated(BR0_MAC) backdoor API, without authentication, provided by the HTTP server. This will remove firewall rules and allow an attacker to reach the telnet server (used for the CLI).|2021-02-10|5.0|None|287|https://www.cvedetails.com/cwe-details/287/cwe.html|CWE - 287 : Improper Authentication|ParentOf,303,Incorrect Implementation of Authentication Algorithm;ParentOf,804,Guessable CAPTCHA;ParentOf,308,Use of Single-factor Authentication;ParentOf,302,Authentication Bypass by Assumed-Immutable Data;ParentOf,603,Use of Client-Side Authentication;ParentOf,309,Use of Password System for Primary Authentication;ChildOf,284,Improper Access Control;ParentOf,295,Improper Certificate Validation;ParentOf,289,Authentication Bypass by Alternate Name;ParentOf,640,Weak Password Recovery Mechanism for Forgotten Password;ParentOf,645,Overly Restrictive Account Lockout Mechanism;ParentOf,301,Reflection Attack in an Authentication Protocol;ParentOf,305,Authentication Bypass by Primary Weakness;ParentOf,304,Missing Critical Step in Authentication;ParentOf,522,Insufficiently Protected Credentials;ParentOf,262,Not Using Password Aging;ParentOf,798,Use of Hard-coded Credentials;ParentOf,306,Missing Authentication for Critical Function;ParentOf,307,Improper Restriction of Excessive Authentication Attempts;ParentOf,261,Weak Encoding for Password;ParentOf,521,Weak Password Requirements;ParentOf,263,Password Aging with Long Expiration;MemberOf,1010,Authenticate Actors;ParentOf,620,Unverified Password Change;CanFollow,613,Insufficient Session Expiration;ParentOf,288,Authentication Bypass Using an Alternate Path or Channel;ParentOf,593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created;ParentOf,836,Use of Password Hash Instead of Password for Authentication;ParentOf,294,Authentication Bypass by Capture-replay;ParentOf,290,Authentication Bypass by Spoofing|None
5|CVE-2021-27174|https://www.cvedetails.com/cve/CVE-2021-27174/|An issue was discovered on FiberHome HG6245D devices through RP2613. wifi_custom.cfg has cleartext passwords and 0644 permissions.|2021-02-10|5.0|None|312|https://www.cvedetails.com/cwe-details/312/cwe.html|CWE - 312 : Cleartext Storage of Sensitive Information|ParentOf,318,Cleartext Storage of Sensitive Information in Executable;ParentOf,316,Cleartext Storage of Sensitive Information in Memory;ParentOf,314,Cleartext Storage in the Registry;ParentOf,315,Cleartext Storage of Sensitive Information in a Cookie;ParentOf,313,Cleartext Storage in a File or on Disk;ChildOf,922,Insecure Storage of Sensitive Information;ChildOf,311,Missing Encryption of Sensitive Data;ParentOf,317,Cleartext Storage of Sensitive Information in GUI;MemberOf,1013,Encrypt Data;MemberOf,199,Information Management Errors|None
6|CVE-2021-27175|https://www.cvedetails.com/cve/CVE-2021-27175/|An issue was discovered on FiberHome HG6245D devices through RP2613. wifictl_2g.cfg has cleartext passwords and 0644 permissions.|2021-02-10|5.0|None|312|https://www.cvedetails.com/cwe-details/312/cwe.html|CWE - 312 : Cleartext Storage of Sensitive Information|ParentOf,318,Cleartext Storage of Sensitive Information in Executable;ParentOf,316,Cleartext Storage of Sensitive Information in Memory;ParentOf,314,Cleartext Storage in the Registry;ParentOf,315,Cleartext Storage of Sensitive Information in a Cookie;ParentOf,313,Cleartext Storage in a File or on Disk;ChildOf,922,Insecure Storage of Sensitive Information;ChildOf,311,Missing Encryption of Sensitive Data;ParentOf,317,Cleartext Storage of Sensitive Information in GUI;MemberOf,1013,Encrypt Data;MemberOf,199,Information Management Errors|None
7|CVE-2021-27176|https://www.cvedetails.com/cve/CVE-2021-27176/|An issue was discovered on FiberHome HG6245D devices through RP2613. wifictl_5g.cfg has cleartext passwords and 0644 permissions.|2021-02-10|5.0|None|312|https://www.cvedetails.com/cwe-details/312/cwe.html|CWE - 312 : Cleartext Storage of Sensitive Information|ParentOf,318,Cleartext Storage of Sensitive Information in Executable;ParentOf,316,Cleartext Storage of Sensitive Information in Memory;ParentOf,314,Cleartext Storage in the Registry;ParentOf,315,Cleartext Storage of Sensitive Information in a Cookie;ParentOf,313,Cleartext Storage in a File or on Disk;ChildOf,922,Insecure Storage of Sensitive Information;ChildOf,311,Missing Encryption of Sensitive Data;ParentOf,317,Cleartext Storage of Sensitive Information in GUI;MemberOf,1013,Encrypt Data;MemberOf,199,Information Management Errors|None
8|CVE-2021-27177|https://www.cvedetails.com/cve/CVE-2021-27177/|An issue was discovered on FiberHome HG6245D devices through RP2613. It is possible to bypass authentication by sending the decoded value of the GgpoZWxwCmxpc3QKd2hvCg== string to the telnet server.|2021-02-10|7.5|Bypass a restriction or similar|863|https://www.cvedetails.com/cwe-details/863/cwe.html|None|None|None
9|CVE-2021-27178|https://www.cvedetails.com/cve/CVE-2021-27178/|An issue was discovered on FiberHome HG6245D devices through RP2613. Some passwords are stored in cleartext in nvram.|2021-02-10|5.0|None|312|https://www.cvedetails.com/cwe-details/312/cwe.html|CWE - 312 : Cleartext Storage of Sensitive Information|ParentOf,318,Cleartext Storage of Sensitive Information in Executable;ParentOf,316,Cleartext Storage of Sensitive Information in Memory;ParentOf,314,Cleartext Storage in the Registry;ParentOf,315,Cleartext Storage of Sensitive Information in a Cookie;ParentOf,313,Cleartext Storage in a File or on Disk;ChildOf,922,Insecure Storage of Sensitive Information;ChildOf,311,Missing Encryption of Sensitive Data;ParentOf,317,Cleartext Storage of Sensitive Information in GUI;MemberOf,1013,Encrypt Data;MemberOf,199,Information Management Errors|None
