|cve-id|cve-url|cve-desc|pub-time|score|vulner-types|cwe-id|cwe-url|cwe-def|cwe-rel|pd-info
0|CVE-2013-4762|https://www.cvedetails.com/cve/CVE-2013-4762/|Puppet Enterprise before 3.0.1 does not sufficiently invalidate a session when a user logs out, which might allow remote attackers to hijack sessions by obtaining an old session ID.|2013-08-20|5.8|None|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|ParentOf,1287,Improper Validation of Specified Type of Input;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');ParentOf,190,Integer Overflow or Wraparound;CanPrecede,770,Allocation of Resources Without Limits or Throttling;MemberOf,1019,Validate Inputs;CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1288,Improper Validation of Consistency within Input;ChildOf,707,Improper Neutralization;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,170,Improper Null Termination;ParentOf,111,Direct Use of Unsafe JNI;ParentOf,73,External Control of File Name or Path;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,134,Use of Externally-Controlled Format String;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,105,Struts: Form Field Without Validator;ParentOf,112,Missing XML Validation;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,129,Improper Validation of Array Index;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,114,Process Control;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,107,Struts: Unused Validation Form;ParentOf,1173,Improper Use of Validation Framework;ParentOf,108,Struts: Unvalidated Action Form;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,109,Struts: Validator Turned Off;ParentOf,15,External Control of System or Configuration Setting;ParentOf,110,Struts: Validator Without Form Field|Application,Puppet,Puppet Enterprise,*;Application,Puppet,Puppet Enterprise,2.5.1;Application,Puppet,Puppet Enterprise,2.5.2;Application,Puppet,Puppet Enterprise,2.8.0;Application,Puppet,Puppet Enterprise,2.8.1;Application,Puppet,Puppet Enterprise,2.8.2;Application,Puppet,Puppet Enterprise,2.8.3
1|CVE-2013-4766|https://www.cvedetails.com/cve/CVE-2013-4766/|The gather log service in Eucalyptus before 3.3.1 allows remote attackers to read log files via an unspecified request to the (1) Cluster Controller (CC) or (2) Node Controller (NC) component.|2013-09-17|4.3|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ChildOf,668,Exposure of Resource to Wrong Sphere;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,1273,Device Unlock Credential Sharing;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information|Application,Eucalyptus,Eucalyptus,*;Application,Eucalyptus,Eucalyptus,1.0;Application,Eucalyptus,Eucalyptus,1.1;Application,Eucalyptus,Eucalyptus,1.2;Application,Eucalyptus,Eucalyptus,1.3;Application,Eucalyptus,Eucalyptus,1.4;Application,Eucalyptus,Eucalyptus,1.5.1;Application,Eucalyptus,Eucalyptus,1.5.2;Application,Eucalyptus,Eucalyptus,1.6;Application,Eucalyptus,Eucalyptus,1.6.2;Application,Eucalyptus,Eucalyptus,2.0;Application,Eucalyptus,Eucalyptus,2.0.0;Application,Eucalyptus,Eucalyptus,2.0.1;Application,Eucalyptus,Eucalyptus,2.0.2;Application,Eucalyptus,Eucalyptus,2.0.3;Application,Eucalyptus,Eucalyptus,3.0;Application,Eucalyptus,Eucalyptus,3.0.1;Application,Eucalyptus,Eucalyptus,3.1.0;Application,Eucalyptus,Eucalyptus,3.1.1;Application,Eucalyptus,Eucalyptus,3.1.2;Application,Eucalyptus,Eucalyptus,3.2.0;Application,Eucalyptus,Eucalyptus,3.2.1;Application,Eucalyptus,Eucalyptus,3.2.2
2|CVE-2013-4767|https://www.cvedetails.com/cve/CVE-2013-4767/|Unspecified vulnerability in Eucalyptus before 3.3.2 has unknown impact and attack vectors.|2013-10-10|10.0|None|None|None|None|None|Application,Eucalyptus,Eucalyptus,*;Application,Eucalyptus,Eucalyptus,3.3.0
3|CVE-2013-4775|https://www.cvedetails.com/cve/CVE-2013-4775/|NETGEAR ProSafe GS724Tv3 and GS716Tv2 with firmware 5.4.1.13 and earlier; GS748Tv4 with firmware 5.4.1.14; GS510TP with firmware 5.4.0.6; GS752TPS, GS728TPS, GS728TS, and GS725TS with firmware 5.3.0.17; and GS752TXS and GS728TXS with firmware 6.1.0.12 allows remote attackers to read encrypted administrator credentials and other startup configurations via a direct request to filesystem/startup-config.|2013-12-19|7.8|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ChildOf,668,Exposure of Resource to Wrong Sphere;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,1273,Device Unlock Credential Sharing;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information|None
4|CVE-2013-4776|https://www.cvedetails.com/cve/CVE-2013-4776/|NETGEAR ProSafe GS724Tv3 and GS716Tv2 with firmware 5.4.1.13 and earlier, GS748Tv4 5.4.1.14, and GS510TP 5.0.4.4 allows remote attackers to cause a denial of service (reboot or crash) via a crafted HTTP request to filesystem/.|2013-12-19|7.8|Denial Of Service|None|None|None|None|None
5|CVE-2013-4777|https://www.cvedetails.com/cve/CVE-2013-4777/|A certain configuration of Android 2.3.7 on the Motorola Defy XT phone for Republic Wireless uses init to create a /dev/socket/init_runit socket that listens for shell commands, which allows local users to gain privileges by interacting with a LocalSocket object.|2013-09-25|6.9|Gain privileges|264|https://www.cvedetails.com/cwe-details/264/cwe.html|None|None|None
6|CVE-2013-4778|https://www.cvedetails.com/cve/CVE-2013-4778/|core/getLog.php on the Siemens Enterprise OpenScape Branch appliance and OpenScape Session Border Controller (SBC) before 2 R0.32.0, and 7 before 7 R1.7.0, allows remote attackers to obtain sensitive server and statistics information via unspecified vectors.|2013-07-18|7.8|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ChildOf,668,Exposure of Resource to Wrong Sphere;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,1273,Device Unlock Credential Sharing;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information|Hardware,Siemens,Enterprise Openscape Branch,;Application,Siemens,Openscape Session Border Controller,1r4.17.0;Application,Siemens,Openscape Session Border Controller,7r.0
7|CVE-2013-4779|https://www.cvedetails.com/cve/CVE-2013-4779/|Cross-site scripting (XSS) vulnerability in core/handleTw.php on the Siemens Enterprise OpenScape Branch appliance and OpenScape Session Border Controller (SBC) before 2 R0.32.0, and 7 before 7 R1.7.0, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.|2013-07-18|4.3|Cross Site Scripting|79|https://www.cvedetails.com/cwe-details/79/cwe.html|CWE - 79 : Failure to Preserve Web Page Structure ('Cross-site Scripting')|ParentOf,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS);ParentOf,85,Doubled Character XSS Manipulations;ParentOf,83,Improper Neutralization of Script in Attributes in a Web Page;PeerOf,494,Download of Code Without Integrity Check;ParentOf,692,Incomplete Denylist to Cross-Site Scripting;ParentOf,84,Improper Neutralization of Encoded URI Schemes in a Web Page;ParentOf,81,Improper Neutralization of Script in an Error Message Web Page;MemberOf,1019,Validate Inputs;ChildOf,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages;ParentOf,87,Improper Neutralization of Alternate XSS Syntax;MemberOf,137,Data Neutralization Issues;PeerOf,352,Cross-Site Request Forgery (CSRF);CanPrecede,494,Download of Code Without Integrity Check;CanFollow,184,Incomplete List of Disallowed Inputs;CanFollow,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting')|Hardware,Siemens,Enterprise Openscape Branch,;Application,Siemens,Openscape Session Border Controller,1r4.17.0;Application,Siemens,Openscape Session Border Controller,7r.0
8|CVE-2013-4780|https://www.cvedetails.com/cve/CVE-2013-4780/|core/getLog.php on the Siemens Enterprise OpenScape Branch appliance and OpenScape Session Border Controller (SBC) before 2 R0.32.0, and 7 before 7 R1.7.0, allows remote attackers to read arbitrary files via unspecified vectors.|2013-07-18|7.8|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ChildOf,668,Exposure of Resource to Wrong Sphere;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,1273,Device Unlock Credential Sharing;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information|Hardware,Siemens,Enterprise Openscape Branch,;Application,Siemens,Openscape Session Border Controller,1r4.17.0;Application,Siemens,Openscape Session Border Controller,7r.0
9|CVE-2013-4781|https://www.cvedetails.com/cve/CVE-2013-4781/|core/getLog.php on the Siemens Enterprise OpenScape Branch appliance and OpenScape Session Border Controller (SBC) before 2 R0.32.0, and 7 before 7 R1.7.0, allows remote attackers to execute arbitrary commands via unspecified vectors.|2013-07-18|10.0|Execute Code|78|https://www.cvedetails.com/cwe-details/78/cwe.html|CWE - 78 : Improper Sanitization of Special Elements used in an OS Command ('OS Command Injection')|ChildOf,77,Improper Neutralization of Special Elements used in a Command ('Command Injection');MemberOf,1019,Validate Inputs;ChildOf,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');CanAlsoBe,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection');MemberOf,137,Data Neutralization Issues;CanFollow,184,Incomplete List of Disallowed Inputs|Hardware,Siemens,Enterprise Openscape Branch,;Application,Siemens,Openscape Session Border Controller,1r4.17.0;Application,Siemens,Openscape Session Border Controller,7r.0
