|cve-id|cve-url|cve-desc|pub-time|score|vulner-types|cwe-id|cwe-url|cwe-def|cwe-rel|pd-info
0|CVE-2020-24401|https://www.cvedetails.com/cve/CVE-2020-24401/|Magento versions 2.4.0 and 2.3.5p1 (and earlier) are affected by an incorrect authorization vulnerability. A user can still access resources provisioned under their old role after an administrator removes the role or disables the user's account.|2020-11-09|5.5|None|863|https://www.cvedetails.com/cwe-details/863/cwe.html|None|None|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
1|CVE-2020-24402|https://www.cvedetails.com/cve/CVE-2020-24402/|Magento version 2.4.0 and 2.3.5p1 (and earlier) are affected by an incorrect permissions vulnerability in the Integrations component. This vulnerability could be abused by authenticated users with permissions to the Resource Access API to delete customer details via the REST API without authorization.|2020-11-09|5.5|None|285|https://www.cvedetails.com/cwe-details/285/cwe.html|CWE - 285 : Improper Access Control (Authorization)|ParentOf,1244,Improper Access to Sensitive Information Using Debug and Test Interfaces;ParentOf,732,Incorrect Permission Assignment for Critical Resource;ParentOf,862,Missing Authorization;ParentOf,552,Files or Directories Accessible to External Parties;ParentOf,1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors;ParentOf,863,Incorrect Authorization;ParentOf,927,Use of Implicit Intent for Sensitive Communication;ParentOf,1328,Security Version Number Mutable to Older Versions;MemberOf,1011,Authorize Actors;ParentOf,926,Improper Export of Android Application Components;ChildOf,284,Improper Access Control;ParentOf,1230,Exposure of Sensitive Information Through Metadata|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
2|CVE-2020-24403|https://www.cvedetails.com/cve/CVE-2020-24403/|Magento version 2.4.0 and 2.3.5p1 (and earlier) are affected by an incorrect user permissions vulnerability within the Inventory component. This vulnerability could be abused by authenticated users with Inventory and Source permissions to make unauthorized changes to inventory source data via the REST API.|2020-11-09|4.0|None|285|https://www.cvedetails.com/cwe-details/285/cwe.html|CWE - 285 : Improper Access Control (Authorization)|ParentOf,1244,Improper Access to Sensitive Information Using Debug and Test Interfaces;ParentOf,732,Incorrect Permission Assignment for Critical Resource;ParentOf,862,Missing Authorization;ParentOf,552,Files or Directories Accessible to External Parties;ParentOf,1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors;ParentOf,863,Incorrect Authorization;ParentOf,927,Use of Implicit Intent for Sensitive Communication;ParentOf,1328,Security Version Number Mutable to Older Versions;MemberOf,1011,Authorize Actors;ParentOf,926,Improper Export of Android Application Components;ChildOf,284,Improper Access Control;ParentOf,1230,Exposure of Sensitive Information Through Metadata|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
3|CVE-2020-24404|https://www.cvedetails.com/cve/CVE-2020-24404/|Magento version 2.4.0 and 2.3.5p1 (and earlier) are affected by an incorrect permissions vulnerability within the Integrations component. This vulnerability could be abused by users with permissions to the Pages resource to delete cms pages via the REST API without authorization.|2020-11-09|5.5|None|285|https://www.cvedetails.com/cwe-details/285/cwe.html|CWE - 285 : Improper Access Control (Authorization)|ParentOf,1244,Improper Access to Sensitive Information Using Debug and Test Interfaces;ParentOf,732,Incorrect Permission Assignment for Critical Resource;ParentOf,862,Missing Authorization;ParentOf,552,Files or Directories Accessible to External Parties;ParentOf,1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors;ParentOf,863,Incorrect Authorization;ParentOf,927,Use of Implicit Intent for Sensitive Communication;ParentOf,1328,Security Version Number Mutable to Older Versions;MemberOf,1011,Authorize Actors;ParentOf,926,Improper Export of Android Application Components;ChildOf,284,Improper Access Control;ParentOf,1230,Exposure of Sensitive Information Through Metadata|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
4|CVE-2020-24405|https://www.cvedetails.com/cve/CVE-2020-24405/|Magento version 2.4.0 and 2.3.5p1 (and earlier) are affected by an incorrect permissions issue vulnerability in the Inventory module. This vulnerability could be abused by authenticated users to modify inventory stock data without authorization.|2020-11-09|4.0|None|285|https://www.cvedetails.com/cwe-details/285/cwe.html|CWE - 285 : Improper Access Control (Authorization)|ParentOf,1244,Improper Access to Sensitive Information Using Debug and Test Interfaces;ParentOf,732,Incorrect Permission Assignment for Critical Resource;ParentOf,862,Missing Authorization;ParentOf,552,Files or Directories Accessible to External Parties;ParentOf,1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors;ParentOf,863,Incorrect Authorization;ParentOf,927,Use of Implicit Intent for Sensitive Communication;ParentOf,1328,Security Version Number Mutable to Older Versions;MemberOf,1011,Authorize Actors;ParentOf,926,Improper Export of Android Application Components;ChildOf,284,Improper Access Control;ParentOf,1230,Exposure of Sensitive Information Through Metadata|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
5|CVE-2020-24406|https://www.cvedetails.com/cve/CVE-2020-24406/|When in maintenance mode, Magento version 2.4.0 and 2.3.4 (and earlier) are affected by an information disclosure vulnerability that could expose the installation path during build deployments. This information could be helpful to attackers if they are able to identify other exploitable vulnerabilities in the environment.|2020-11-09|4.3|Directory traversal|22|https://www.cvedetails.com/cwe-details/22/cwe.html|CWE - 22 : Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')|CanFollow,73,External Control of File Name or Path;CanFollow,172,Encoding Error;CanFollow,20,Improper Input Validation;ParentOf,36,Absolute Path Traversal;ChildOf,668,Exposure of Resource to Wrong Sphere;ChildOf,706,Use of Incorrectly-Resolved Name or Reference;ParentOf,23,Relative Path Traversal|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
6|CVE-2020-24407|https://www.cvedetails.com/cve/CVE-2020-24407/|Magento versions 2.4.0 and 2.3.5p1 (and earlier) are affected by an unsafe file upload vulnerability that could result in arbitrary code execution. This vulnerability could be abused by authenticated users with administrative permissions to the System/Data and Transfer/Import components.|2020-11-09|9.0|Execute Code|434|https://www.cvedetails.com/cwe-details/434/cwe.html|CWE - 434 : Unrestricted Upload of File with Dangerous Type|CanFollow,73,External Control of File Name or Path;ChildOf,669,Incorrect Resource Transfer Between Spheres;PeerOf,436,Interpretation Conflict;MemberOf,429,Handler Errors;MemberOf,1011,Authorize Actors;CanFollow,184,Incomplete List of Disallowed Inputs;PeerOf,430,Deployment of Wrong Handler;CanFollow,183,Permissive List of Allowed Inputs;PeerOf,351,Insufficient Type Distinction|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
7|CVE-2020-24408|https://www.cvedetails.com/cve/CVE-2020-24408/|Magento versions 2.4.0 and 2.3.5p1 (and earlier) are affected by a persistent XSS vulnerability that allows users to upload malicious JavaScript via the file upload component. This vulnerability could be abused by an unauthenticated attacker to execute XSS attacks against other Magento users. This vulnerability requires a victim to browse to the uploaded file.|2020-10-16|4.3|Cross Site Scripting|79|https://www.cvedetails.com/cwe-details/79/cwe.html|CWE - 79 : Failure to Preserve Web Page Structure ('Cross-site Scripting')|ParentOf,692,Incomplete Denylist to Cross-Site Scripting;MemberOf,1019,Validate Inputs;PeerOf,352,Cross-Site Request Forgery (CSRF);ParentOf,85,Doubled Character XSS Manipulations;ParentOf,87,Improper Neutralization of Alternate XSS Syntax;CanFollow,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');ParentOf,81,Improper Neutralization of Script in an Error Message Web Page;CanFollow,184,Incomplete List of Disallowed Inputs;ParentOf,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages;PeerOf,494,Download of Code Without Integrity Check;ChildOf,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');MemberOf,137,Data Neutralization Issues;ParentOf,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS);ParentOf,84,Improper Neutralization of Encoded URI Schemes in a Web Page;CanPrecede,494,Download of Code Without Integrity Check;ParentOf,83,Improper Neutralization of Script in Attributes in a Web Page|Application,Magento,Magento,*;Application,Magento,Magento,*;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.3.5;Application,Magento,Magento,2.4.0;Application,Magento,Magento,2.4.0
8|CVE-2020-24409|https://www.cvedetails.com/cve/CVE-2020-24409/|Adobe Illustrator version 24.2 (and earlier) is affected by an out-of-bounds read vulnerability when parsing crafted PDF files. This could result in a read past the end of an allocated memory structure, potentially resulting in arbitrary code execution in the context of the current user. This vulnerability requires user interaction to exploit.|2020-10-20|6.8|Execute Code|125|https://www.cvedetails.com/cwe-details/125/cwe.html|CWE - 125 : Out-of-bounds Read|MemberOf,1218,Memory Buffer Errors;CanFollow,823,Use of Out-of-range Pointer Offset;CanFollow,822,Untrusted Pointer Dereference;ParentOf,126,Buffer Over-read;CanFollow,825,Expired Pointer Dereference;ChildOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;CanFollow,824,Access of Uninitialized Pointer;ParentOf,127,Buffer Under-read|None
9|CVE-2020-24410|https://www.cvedetails.com/cve/CVE-2020-24410/|Adobe Illustrator version 24.2 (and earlier) is affected by an out-of-bounds read vulnerability when parsing crafted PDF files. This could result in a read past the end of an allocated memory structure, potentially resulting in arbitrary code execution in the context of the current user. This vulnerability requires user interaction to exploit.|2020-10-20|6.8|Execute Code|125|https://www.cvedetails.com/cwe-details/125/cwe.html|CWE - 125 : Out-of-bounds Read|MemberOf,1218,Memory Buffer Errors;CanFollow,823,Use of Out-of-range Pointer Offset;CanFollow,822,Untrusted Pointer Dereference;ParentOf,126,Buffer Over-read;CanFollow,825,Expired Pointer Dereference;ChildOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;CanFollow,824,Access of Uninitialized Pointer;ParentOf,127,Buffer Under-read|None
