|cve-ids|ex_url|types|solution
65|CVE-2018-2854|http://www.securityfocus.com/bid/103823|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
66|CVE-2018-2855|http://www.securityfocus.com/bid/103795|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
67|CVE-2018-2856|http://www.securityfocus.com/bid/103812|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
68|CVE-2018-2857|http://www.securityfocus.com/bid/103892|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
69|CVE-2018-2858|http://www.securityfocus.com/bid/103895|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
70|CVE-2018-2859|http://www.securityfocus.com/bid/103827|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
71|CVE-2018-2860|http://www.securityfocus.com/bid/103860|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
72|CVE-2018-2861|http://www.securityfocus.com/bid/103809|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
73|CVE-2018-2862|http://www.securityfocus.com/bid/103803|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
74|CVE-2018-2863|http://www.securityfocus.com/bid/103898|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
75|CVE-2018-2864|http://www.securityfocus.com/bid/103852|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
76|CVE-2018-2865|http://www.securityfocus.com/bid/103869|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
77|CVE-2018-2866|http://www.securityfocus.com/bid/103873|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
78|CVE-2018-2867|http://www.securityfocus.com/bid/103862|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
79|CVE-2018-2868|http://www.securityfocus.com/bid/103837|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
80|CVE-2018-2869|http://www.securityfocus.com/bid/103840|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
81|CVE-2018-2870|http://www.securityfocus.com/bid/103829|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
82|CVE-2018-2871|http://www.securityfocus.com/bid/103834|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
83|CVE-2018-2872|http://www.securityfocus.com/bid/103865|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
84|CVE-2018-2873|http://www.securityfocus.com/bid/103867|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
85|CVE-2018-2874|http://www.securityfocus.com/bid/103878|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
86|CVE-2018-2876|http://www.securityfocus.com/bid/103793|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
87|CVE-2018-2877|http://www.securityfocus.com/bid/103838|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
88|CVE-2018-2878|http://www.securityfocus.com/bid/103903|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
89|CVE-2018-2879|http://www.securityfocus.com/bid/103788|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
90|CVE-2018-10188|http://www.securityfocus.com/bid/103936|VDB Entry,Third Party Advisory|
91|CVE-2018-9861|http://www.securityfocus.com/bid/103924||
92|CVE-2018-3843,CVE-2017-14458,CVE-2018-3850,CVE-2018-3853,CVE-2018-3842|http://www.securityfocus.com/bid/103942|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
93|CVE-2018-0112|http://www.securityfocus.com/bid/103920|VDB Entry,Third Party Advisory|
94|CVE-2018-0227|http://www.securityfocus.com/bid/104018|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
95|CVE-2018-0228|http://www.securityfocus.com/bid/104220|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
96|CVE-2018-0229|http://www.securityfocus.com/bid/103939|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
97|CVE-2018-0230|http://www.securityfocus.com/bid/103931|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
98|CVE-2018-0233|http://www.securityfocus.com/bid/103930|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
99|CVE-2018-0238|http://www.securityfocus.com/bid/103919|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
100|CVE-2018-0239|http://www.securityfocus.com/bid/103923|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
101|CVE-2018-0240|http://www.securityfocus.com/bid/103934|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
102|CVE-2018-0241|http://www.securityfocus.com/bid/103929|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
103|CVE-2018-0242|http://www.securityfocus.com/bid/103932|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
104|CVE-2018-0243|http://www.securityfocus.com/bid/103943|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
105|CVE-2018-0244|http://www.securityfocus.com/bid/103945|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
106|CVE-2018-0251|http://www.securityfocus.com/bid/103926|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
107|CVE-2018-0254|http://www.securityfocus.com/bid/103940|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
108|CVE-2018-0256|http://www.securityfocus.com/bid/103951|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
109|CVE-2018-0257|http://www.securityfocus.com/bid/103948|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
110|CVE-2018-0259|http://www.securityfocus.com/bid/103928|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
111|CVE-2018-0260|http://www.securityfocus.com/bid/103946|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
112|CVE-2018-0266|http://www.securityfocus.com/bid/103933|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
113|CVE-2018-0267|http://www.securityfocus.com/bid/103937|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
114|CVE-2018-0269|http://www.securityfocus.com/bid/103950|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
115|CVE-2018-0272|http://www.securityfocus.com/bid/103925|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
116|CVE-2018-0273|http://www.securityfocus.com/bid/103935|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
117|CVE-2018-0276|http://www.securityfocus.com/bid/103921|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
118|CVE-2018-6960|http://www.securityfocus.com/bid/103938|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
119|CVE-2018-1289|http://www.securityfocus.com/bid/104005|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
120|CVE-2018-1290|http://www.securityfocus.com/bid/103975|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
121|CVE-2018-1291|http://www.securityfocus.com/bid/104008|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
122|CVE-2018-1292|http://www.securityfocus.com/bid/104007|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
123|CVE-2017-2825|http://www.securityfocus.com/bid/98094|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
124|CVE-2018-4847|http://www.securityfocus.com/bid/103941|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
125|CVE-2016-9586|http://www.securityfocus.com/bid/95019|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
126|CVE-2016-9594|http://www.securityfocus.com/bid/95094|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
127|CVE-2016-9601|http://www.securityfocus.com/bid/97095|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
128|CVE-2018-10322|http://www.securityfocus.com/bid/103960|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
129|CVE-2018-10323|http://www.securityfocus.com/bid/103959|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
130|CVE-2018-7751|http://www.securityfocus.com/bid/103956|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
131|CVE-2018-5228|http://www.securityfocus.com/bid/104006|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
132|CVE-2017-9654,CVE-2017-9656|http://www.securityfocus.com/bid/100471|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
133|CVE-2016-9587|http://www.securityfocus.com/bid/95352|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
134|CVE-2017-2804,CVE-2017-2803,CVE-2016-9043,CVE-2016-8730|http://www.securityfocus.com/bid/99900|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
135|CVE-2017-2802,CVE-2016-9038,CVE-2016-8732|http://www.securityfocus.com/bid/99360|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
136|CVE-2017-2811|http://www.securityfocus.com/bid/100141|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
137|CVE-2017-2812|http://www.securityfocus.com/bid/100140|Broken Link|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
138|CVE-2017-2845,CVE-2017-2827,CVE-2017-2850,CVE-2017-2849,CVE-2017-2844,CVE-2017-2846,CVE-2017-2833,CVE-2017-2848,CVE-2017-2847,CVE-2017-2842,CVE-2017-2841,CVE-2017-2828,CVE-2017-2832,CVE-2017-2843|http://www.securityfocus.com/bid/99184|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
139|CVE-2017-2834,CVE-2017-2837,CVE-2017-2836,CVE-2017-2839,CVE-2017-2838|http://www.securityfocus.com/bid/99942|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
140|CVE-2017-2840|http://www.securityfocus.com/bid/100084|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
141|CVE-2017-2885|http://www.securityfocus.com/bid/100258|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
142|CVE-2017-2923|http://www.securityfocus.com/bid/100807|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
143|CVE-2017-2924|http://www.securityfocus.com/bid/100799|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
144|CVE-2017-17557|http://www.securityfocus.com/bid/103999|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
145|CVE-2018-10372|http://www.securityfocus.com/bid/103976|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
146|CVE-2018-10373|http://www.securityfocus.com/bid/104000|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
147|CVE-2017-12716,CVE-2017-12712,CVE-2017-12714|http://www.securityfocus.com/bid/100523|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
148|CVE-2017-1750|http://www.securityfocus.com/bid/104012|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
149|CVE-2018-1363|http://www.securityfocus.com/bid/104014|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
150|CVE-2018-8716|http://www.securityfocus.com/archive/1/541954/100/0/threaded|Exploit,VDB Entry,Third Party Advisory|
151|CVE-2018-1335|http://www.securityfocus.com/bid/104001|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
152|CVE-2018-8833,CVE-2018-8837,CVE-2018-8835|http://www.securityfocus.com/bid/103972|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
153|CVE-2016-9590|http://www.securityfocus.com/bid/95448|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
154|CVE-2016-9602|http://www.securityfocus.com/bid/95461|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
155|CVE-2017-14010|http://www.securityfocus.com/bid/101505|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
156|CVE-2018-3855,CVE-2018-3844,CVE-2018-3851,CVE-2018-3845|http://www.securityfocus.com/bid/104023|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
157|CVE-2018-7527|http://www.securityfocus.com/bid/104016|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
158|CVE-2017-1116|http://www.securityfocus.com/bid/104011|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
159|CVE-2018-10471|http://www.securityfocus.com/bid/104003|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
160|CVE-2018-10472|http://www.securityfocus.com/bid/104002|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
161|CVE-2018-10534|http://www.securityfocus.com/bid/104025|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
162|CVE-2018-10535|http://www.securityfocus.com/bid/104021|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
163|CVE-2018-10545|http://www.securityfocus.com/bid/104022|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
164|CVE-2018-10549,CVE-2018-10546,CVE-2018-10548|http://www.securityfocus.com/bid/104019|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
165|CVE-2017-2591|http://www.securityfocus.com/bid/95670|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
166|CVE-2018-1389|http://www.securityfocus.com/bid/104026|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
167|CVE-2018-1430|http://www.securityfocus.com/bid/104027|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
168|CVE-2017-9658,CVE-2017-9657|http://www.securityfocus.com/bid/100813|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
169|CVE-2018-7891|http://www.securityfocus.com/bid/104120|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
170|CVE-2018-8839|http://www.securityfocus.com/bid/104013|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
171|CVE-2018-5234|http://www.securityfocus.com/bid/103955|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
172|CVE-2018-1183|http://www.securityfocus.com/bid/104024|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
173|CVE-2017-18264|http://www.securityfocus.com/bid/97211|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
174|CVE-2017-14012,CVE-2017-14014|http://www.securityfocus.com/bid/101510|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
175|CVE-2018-5512|http://www.securityfocus.com/bid/104095|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
176|CVE-2018-5514|http://www.securityfocus.com/bid/104097|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
177|CVE-2018-5515|http://www.securityfocus.com/bid/104099|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
178|CVE-2017-4952|http://www.securityfocus.com/bid/103093|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
179|CVE-2013-6272|http://www.securityfocus.com/bid/68415|VDB Entry,Third Party Advisory|Reportedly, the issue is fixed; however, Symantec has not confirmed this. Please contact the vendor for more information.
180|CVE-2018-10675|http://www.securityfocus.com/bid/104093|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
181|CVE-2018-8115|http://www.securityfocus.com/bid/104061|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
182|CVE-2018-10115|http://www.securityfocus.com/bid/104132|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
183|CVE-2018-0226|http://www.securityfocus.com/bid/104124|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
184|CVE-2018-0234|http://www.securityfocus.com/bid/104081|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
185|CVE-2018-0235|http://www.securityfocus.com/bid/104080|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
186|CVE-2018-0245|http://www.securityfocus.com/bid/104123|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
187|CVE-2018-0247|http://www.securityfocus.com/bid/104087|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
188|CVE-2018-0253|http://www.securityfocus.com/bid/104075|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
189|CVE-2018-0258|http://www.securityfocus.com/bid/104074|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
190|CVE-2018-0262|http://www.securityfocus.com/bid/104079|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
191|CVE-2018-0264|http://www.securityfocus.com/bid/104073|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
