|cve-ids|ex_url|types|solution
0|CVE-2014-3330|http://www.securityfocus.com/bid/69057||Updates are available. Please see the references or vendor advisory for more information.
1|CVE-2014-3331|http://www.securityfocus.com/bid/69281||Updates are available. Please see the references or vendor advisory for more information.
2|CVE-2014-3332|http://www.securityfocus.com/bid/69068||Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at:   vuldb@securityfocus.com.
3|CVE-2014-3333|http://www.securityfocus.com/bid/69074||Updates are available. Please see the references or vendor advisory for more information.
4|CVE-2014-3335|http://www.securityfocus.com/bid/69383||Updates are available. Please see the references or vendor advisory for more information.
5|CVE-2014-3336|http://www.securityfocus.com/bid/69163||Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
6|CVE-2014-3337|http://www.securityfocus.com/bid/69177||Updates are available. Please see the references or vendor advisory for more information.
7|CVE-2014-3086|http://www.securityfocus.com/bid/69183||Updates are available. Please see the references or vendor advisory for more information.
8|CVE-2014-3087|http://www.securityfocus.com/bid/69264||Updates are available. Please see the references or vendor advisory for more information.
9|CVE-2014-3089|http://www.securityfocus.com/bid/69300||Updates are available. Please see the references or vendor advisory for more information.
10|CVE-2014-3093|http://www.securityfocus.com/bid/69437||Updates are available. Please see the references or vendor advisory for more information.
11|CVE-2012-4241|http://www.securityfocus.com/bid/55620|Exploit|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
12|CVE-2014-2774|http://www.securityfocus.com/bid/69090||Updates are available. Please see the references or vendor advisory for more information.
13|CVE-2014-2808|http://www.securityfocus.com/bid/69103||Updates are available. Please see the references or vendor advisory for more information.
14|CVE-2014-2810|http://www.securityfocus.com/bid/69104||Updates are available. Please see the references or vendor advisory for more information.
15|CVE-2014-2811|http://www.securityfocus.com/bid/69106||Updates are available. Please see the references or vendor advisory for more information.
16|CVE-2014-2824|http://www.securityfocus.com/bid/69120||Updates are available. Please see the references or vendor advisory for more information.
17|CVE-2014-2825|http://www.securityfocus.com/bid/69121||Updates are available. Please see the references or vendor advisory for more information.
18|CVE-2014-2826|http://www.securityfocus.com/bid/69122||Updates are available. Please see the references or vendor advisory for more information.
19|CVE-2014-2827|http://www.securityfocus.com/bid/69124||Updates are available. Please see the references or vendor advisory for more information.
20|CVE-2014-1222|http://www.securityfocus.com/archive/1/531423/100/0/threaded||
21|CVE-2014-2815|http://www.securityfocus.com/bid/69098||Updates are available. Please see the references or vendor advisory for more information.
22|CVE-2014-2816|http://www.securityfocus.com/bid/69099||Updates are available. Please see the references or vendor advisory for more information.
23|CVE-2014-2817|http://www.securityfocus.com/bid/69092||Updates are available. Please see the references or vendor advisory for more information.
24|CVE-2014-2818|http://www.securityfocus.com/bid/69115||Updates are available. Please see the references or vendor advisory for more information.
25|CVE-2014-2819|http://www.securityfocus.com/bid/69095||Updates are available. Please see the references or vendor advisory for more information.
26|CVE-2014-2820|http://www.securityfocus.com/bid/69116||Updates are available. Please see the references or vendor advisory for more information.
27|CVE-2014-2821|http://www.securityfocus.com/bid/69117||Updates are available. Please see the references or vendor advisory for more information.
28|CVE-2014-2822|http://www.securityfocus.com/bid/69118||Updates are available. Please see the references or vendor advisory for more information.
29|CVE-2014-2823|http://www.securityfocus.com/bid/69119||Updates are available. Please see the references or vendor advisory for more information.
30|CVE-2014-5119|http://www.securityfocus.com/bid/68983|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
31|CVE-2014-5119|http://www.securityfocus.com/bid/69738|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
32|CVE-2014-5121,CVE-2014-5122|http://www.securityfocus.com/archive/1/533189/100/0/threaded||
33|CVE-2014-5122|http://www.securityfocus.com/bid/69341||Currently we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
34|CVE-2014-5127,CVE-2014-5128|http://www.securityfocus.com/archive/1/533233/100/0/threaded||
35|CVE-2014-5127|http://www.securityfocus.com/bid/69427||Currently we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
36|CVE-2014-5128|http://www.securityfocus.com/bid/69431||Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
37|CVE-2014-0318|http://www.securityfocus.com/bid/69142|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
38|CVE-2014-3507|http://www.securityfocus.com/bid/69078||Updates are available. Please see the references or vendor advisory for more information.
39|CVE-2014-3508|http://www.securityfocus.com/bid/69075||Updates are available. Please see the references or vendor advisory for more information.
40|CVE-2014-3509|http://www.securityfocus.com/bid/69084||Updates are available. Please see the references or vendor advisory for more information.
41|CVE-2014-3510|http://www.securityfocus.com/bid/69082||Updates are available. Please see the references or vendor advisory for more information.
42|CVE-2014-3511|http://www.securityfocus.com/bid/69079||Updates are available. Please see the references or vendor advisory for more information.
43|CVE-2014-3512|http://www.securityfocus.com/bid/69083||Updates are available. Please see the references or vendor advisory for more information.
44|CVE-2012-0939,CVE-2012-0938|http://www.securityfocus.com/bid/52086||Vendor patch is available. Please see the references for more information.
45|CVE-2014-4343|http://www.securityfocus.com/bid/69159||Updates are available. Please see the references or vendor advisory for more information.
46|CVE-2014-4344|http://www.securityfocus.com/bid/69160||Updates are available. Please see the references or vendor advisory for more information.
47|CVE-2014-4345|http://www.securityfocus.com/bid/69168||Updates are available. Please see the references or vendor advisory for more information.
48|CVE-2014-1388,CVE-2014-1386,CVE-2014-1384,CVE-2014-1389,CVE-2014-1390,CVE-2014-1387,CVE-2014-1385|http://www.securityfocus.com/bid/69223||Apple has released updates to address these issues for Safari. Updates for other applications utilizing WebKit are not yet known to be available.
49|CVE-2014-5201|http://www.securityfocus.com/bid/68791|Exploit|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
