|cve-ids|ex_url|types|solution
47|CVE-2018-0913|http://www.securityfocus.com/bid/103290|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
48|CVE-2018-0914|http://www.securityfocus.com/bid/103291|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
49|CVE-2018-0915|http://www.securityfocus.com/bid/103293|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
50|CVE-2018-0916|http://www.securityfocus.com/bid/103294|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
51|CVE-2018-0917|http://www.securityfocus.com/bid/103296|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
52|CVE-2018-0919|http://www.securityfocus.com/bid/103311|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
53|CVE-2018-0921|http://www.securityfocus.com/bid/103302|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
54|CVE-2018-0922|http://www.securityfocus.com/bid/103314|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
55|CVE-2018-0923|http://www.securityfocus.com/bid/103308|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
56|CVE-2018-0924|http://www.securityfocus.com/bid/103320|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
57|CVE-2018-0925|http://www.securityfocus.com/bid/103287|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
58|CVE-2018-0926|http://www.securityfocus.com/bid/103247|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
59|CVE-2018-0927|http://www.securityfocus.com/bid/103310|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
60|CVE-2018-0929|http://www.securityfocus.com/bid/103299|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
61|CVE-2018-0930|http://www.securityfocus.com/bid/103272|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
62|CVE-2018-0931|http://www.securityfocus.com/bid/103273|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
63|CVE-2018-0932|http://www.securityfocus.com/bid/103307|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
64|CVE-2018-0933|http://www.securityfocus.com/bid/103274|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
65|CVE-2018-0934|http://www.securityfocus.com/bid/103275|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
66|CVE-2018-0935|http://www.securityfocus.com/bid/103298|VDB Entry,Third Party Advisory|
67|CVE-2018-0936|http://www.securityfocus.com/bid/103270|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
68|CVE-2018-0937|http://www.securityfocus.com/bid/103271|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
69|CVE-2018-0939|http://www.securityfocus.com/bid/103305|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
70|CVE-2018-0940|http://www.securityfocus.com/bid/103323|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
71|CVE-2018-0941|http://www.securityfocus.com/bid/103318|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
72|CVE-2018-0942|http://www.securityfocus.com/bid/103312|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
73|CVE-2018-0944|http://www.securityfocus.com/bid/103304|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
74|CVE-2018-0947|http://www.securityfocus.com/bid/103306|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
75|CVE-2018-0977|http://www.securityfocus.com/bid/103380|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
76|CVE-2018-0983|http://www.securityfocus.com/bid/103381|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
77|CVE-2018-1000120|http://www.securityfocus.com/bid/103414|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
78|CVE-2018-1000121|http://www.securityfocus.com/bid/103415|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
79|CVE-2018-1000122|http://www.securityfocus.com/bid/103436|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
80|CVE-2018-7504,CVE-2018-7496|http://www.securityfocus.com/bid/103390|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
81|CVE-2018-7500,CVE-2018-7508|http://www.securityfocus.com/bid/103396|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
82|CVE-2018-7531,CVE-2018-7529,CVE-2018-7533|http://www.securityfocus.com/bid/103399|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
83|CVE-2018-2366|http://www.securityfocus.com/bid/103371|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
84|CVE-2018-2397|http://www.securityfocus.com/bid/103373|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
85|CVE-2018-2398|http://www.securityfocus.com/bid/103370|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
86|CVE-2018-2399|http://www.securityfocus.com/bid/103372|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
87|CVE-2018-2400|http://www.securityfocus.com/bid/103375|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
88|CVE-2018-2401|http://www.securityfocus.com/bid/103374|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
89|CVE-2018-2402|http://www.securityfocus.com/bid/103369|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
90|CVE-2017-12194|http://www.securityfocus.com/bid/103413|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
91|CVE-2018-8045|http://www.securityfocus.com/bid/103402|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
92|CVE-2017-18232|http://www.securityfocus.com/bid/103423|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
93|CVE-2018-8721|http://www.securityfocus.com/bid/103424|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
94|CVE-2018-6957|http://www.securityfocus.com/bid/103431|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
95|CVE-2018-1319|http://www.securityfocus.com/bid/103434|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
96|CVE-2016-10393,CVE-2017-17773|http://www.securityfocus.com/bid/103292|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
97|CVE-2017-18063,CVE-2017-18069,CVE-2017-14882,CVE-2017-15821,CVE-2017-18064,CVE-2017-15815,CVE-2017-18067,CVE-2017-18056,CVE-2017-18068,CVE-2017-14885,CVE-2017-14878|http://www.securityfocus.com/bid/103254|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
98|CVE-2017-16747,CVE-2017-16751,CVE-2017-16745,CVE-2017-16749|http://www.securityfocus.com/bid/102426|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
99|CVE-2018-5476|http://www.securityfocus.com/bid/103195|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
100|CVE-2018-1324|http://www.securityfocus.com/bid/103490|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
101|CVE-2018-1000134|http://www.securityfocus.com/bid/103458|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
102|CVE-2018-1068|http://www.securityfocus.com/bid/103459|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
103|CVE-2014-4612|http://www.securityfocus.com/bid/68140|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
104|CVE-2014-4613|http://www.securityfocus.com/bid/65811|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
105|CVE-2016-9880|http://www.securityfocus.com/bid/96146|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
106|CVE-2017-14384|http://www.securityfocus.com/bid/103467|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
107|CVE-2017-8013|http://www.securityfocus.com/bid/100846|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
108|CVE-2018-1200|http://www.securityfocus.com/bid/103042|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
109|CVE-2018-8740|http://www.securityfocus.com/bid/103466|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
110|CVE-2017-18240|http://www.securityfocus.com/bid/103469|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
111|CVE-2018-1171,CVE-2018-2892,CVE-2018-2903|http://www.securityfocus.com/bid/104799|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
112|CVE-2014-2297|http://www.securityfocus.com/archive/1/531773/100/0/threaded||
113|CVE-2014-5443|http://www.securityfocus.com/bid/69360|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
114|CVE-2014-5450|http://www.securityfocus.com/bid/69370|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.<LINE BREAK><LINE BREAK>			Mandriva Business Server  1 X86 64<LINE BREAK> <LINE BREAK>					Mandriva  lib64zarafa-devel-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  lib64zarafa0-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  php-mapi-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  python-MAPI-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-archiver-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-caldav-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-client-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-common-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-dagent-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-gateway-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-ical-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-indexer-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-monitor-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-server-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-spooler-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-utils-7.1.8-1.1.mbs1.x86_64.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/<LINE BREAK><LINE BREAK>					Mandriva  zarafa-webaccess-7.1.8-1.1.mbs1.noarch.rpm<LINE BREAK>http://www.mandriva.com/en/downloads/
115|CVE-2018-7445|http://www.securityfocus.com/bid/103427|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
116|CVE-2018-8804|http://www.securityfocus.com/bid/103498|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
117|CVE-2017-14191|http://www.securityfocus.com/bid/103430|VDB Entry,Mitigation,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
118|CVE-2018-1000135|http://www.securityfocus.com/bid/103478|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
119|CVE-2018-4844|http://www.securityfocus.com/bid/103475|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
120|CVE-2017-17215|http://www.securityfocus.com/bid/102344|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
121|CVE-2017-14002|http://www.securityfocus.com/bid/103405|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
122|CVE-2017-14008|http://www.securityfocus.com/bid/103400|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
123|CVE-2018-7511|http://www.securityfocus.com/bid/103301|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
124|CVE-2018-8088|http://www.securityfocus.com/bid/103737|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
125|CVE-2018-1321|http://www.securityfocus.com/bid/103508|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
126|CVE-2018-1322|http://www.securityfocus.com/bid/103507|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
127|CVE-2018-5438|http://www.securityfocus.com/bid/102847|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
128|CVE-2018-8822|http://www.securityfocus.com/bid/103476|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
129|CVE-2017-5736|http://www.securityfocus.com/bid/103482|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
130|CVE-2018-3626|http://www.securityfocus.com/bid/103479|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
131|CVE-2014-1215|http://www.securityfocus.com/archive/1/531144/100/0/threaded||
132|CVE-2014-1457|http://www.securityfocus.com/bid/65573|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
133|CVE-2014-1665|http://www.securityfocus.com/bid/65457|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
134|CVE-2014-2032|http://www.securityfocus.com/bid/65595|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information
135|CVE-2014-3990|http://www.securityfocus.com/archive/1/532763/100/0/threaded|Exploit,VDB Entry,Third Party Advisory|
136|CVE-2014-3990|http://www.securityfocus.com/bid/68529|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
137|CVE-2018-1346|http://www.securityfocus.com/bid/103493|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
138|CVE-2018-1347|http://www.securityfocus.com/bid/103492|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
139|CVE-2018-1229|http://www.securityfocus.com/bid/103462|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
140|CVE-2018-1230|http://www.securityfocus.com/bid/103463|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
141|CVE-2018-7519,CVE-2018-7515,CVE-2018-7523,CVE-2018-7521,CVE-2018-7513,CVE-2018-7525,CVE-2018-7517|http://www.securityfocus.com/bid/103394|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
142|CVE-2016-9711|http://www.securityfocus.com/bid/103495|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
143|CVE-2017-1571|http://www.securityfocus.com/bid/103494|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
144|CVE-2017-1677|http://www.securityfocus.com/bid/103422|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
145|CVE-2017-1788|http://www.securityfocus.com/bid/103497|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
146|CVE-2018-1426|http://www.securityfocus.com/bid/105580|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
147|CVE-2018-1427|http://www.securityfocus.com/bid/103536|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
148|CVE-2018-1428|http://www.securityfocus.com/bid/103574|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
149|CVE-2018-1448|http://www.securityfocus.com/bid/103535|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
150|CVE-2018-5225|http://www.securityfocus.com/bid/103488|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
151|CVE-2018-5505|http://www.securityfocus.com/bid/103505|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
152|CVE-2018-5509|http://www.securityfocus.com/bid/103504|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
153|CVE-2018-7516,CVE-2018-7532,CVE-2018-7512,CVE-2018-7528,CVE-2018-7524,CVE-2018-7520|http://www.securityfocus.com/bid/103474|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
154|CVE-2018-1207|http://www.securityfocus.com/bid/103694|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
155|CVE-2018-7502|http://www.securityfocus.com/bid/103487|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
156|CVE-2017-1524,CVE-2017-1629,CVE-2017-1602,CVE-2017-1762,CVE-2017-1655|http://www.securityfocus.com/bid/103477|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
157|CVE-2018-1429|http://www.securityfocus.com/bid/103491|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
158|CVE-2018-8960|http://www.securityfocus.com/bid/103523|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
159|CVE-2018-9018|http://www.securityfocus.com/bid/103526|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
160|CVE-2018-5462,CVE-2018-5470,CVE-2018-5466,CVE-2018-5464,CVE-2018-5454,CVE-2018-5472,CVE-2018-5474,CVE-2018-5458,CVE-2018-5468|http://www.securityfocus.com/bid/103182|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com
161|CVE-2017-15710|http://www.securityfocus.com/bid/103512|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
162|CVE-2017-15715|http://www.securityfocus.com/bid/103525|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
163|CVE-2018-1283|http://www.securityfocus.com/bid/103520|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
164|CVE-2018-1301|http://www.securityfocus.com/bid/103515|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
165|CVE-2018-1302|http://www.securityfocus.com/bid/103528|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
166|CVE-2018-1303|http://www.securityfocus.com/bid/103522|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
167|CVE-2018-1312|http://www.securityfocus.com/bid/103524|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
168|CVE-2017-15534|http://www.securityfocus.com/bid/103377|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
169|CVE-2015-7423|http://www.securityfocus.com/bid/103687|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
