|cve-ids|ex_url|types|solution
0|CVE-2006-6270|http://www.securityfocus.com/archive/1/451958/100/200/threaded||
1|CVE-2006-6270|http://www.securityfocus.com/bid/21113||Currently we are not aware of any vendor-supplied patches for this issue. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
2|CVE-2006-6271|http://www.securityfocus.com/archive/1/452093/100/200/threaded||
3|CVE-2006-6272,CVE-2006-6273|http://www.securityfocus.com/archive/1/452555/100/100/threaded||
4|CVE-2006-6272|http://www.securityfocus.com/bid/21278||The vendor has provided a patch to address this issue; please see the reference section for details.
5|CVE-2006-6273|http://www.securityfocus.com/archive/1/455359/100/0/threaded||
6|CVE-2006-6274|http://www.securityfocus.com/archive/1/452572/100/0/threaded||
7|CVE-2006-6275|http://www.securityfocus.com/bid/21372||The vendor released an advisory and fixes to address this issue. Please see the references for more information.
8|CVE-2006-6276|http://www.securityfocus.com/bid/21371|Patch|The vendor has addressed this issue in supported versions of affected application. Please see the referenced vendor advisory for details on obtaining and applying the appropriate updates.<LINE BREAK><LINE BREAK>			Sun Java System Application Server Enterprise Edition 8.1  2005 Q1<LINE BREAK> <LINE BREAK>					Sun  119166-09						SPARC Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119166-09-1<LINE BREAK><LINE BREAK>					Sun  119167-09						x86 Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119167-09-1<LINE BREAK><LINE BREAK>					Sun  119168-09						Linux Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119168-09-1<LINE BREAK><LINE BREAK>					Sun  119169-02						SPARC Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119169-02-1<LINE BREAK><LINE BREAK>					Sun  119170-02						x86 Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119170-02-1<LINE BREAK><LINE BREAK>					Sun  119171-02						Linux Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119171-02-1<LINE BREAK><LINE BREAK>					Sun  119172-07						Windows Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119172-07-1<LINE BREAK><LINE BREAK>					Sun  121514-01 (sun)<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-121514-01-1<LINE BREAK><LINE BREAK>					Sun  121528-01						Windows Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-121528-01-1<LINE BREAK><LINE BREAK><LINE BREAK>			Sun Java System Application Server Platform Edition 8.1  2005 Q1<LINE BREAK> <LINE BREAK>					Sun  119173-01						SPARC Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119173-01-1<LINE BREAK><LINE BREAK>					Sun  119174-01						x86 Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119174-01-1<LINE BREAK><LINE BREAK>					Sun  119175-01						Linux Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119175-01-1<LINE BREAK><LINE BREAK>					Sun  119176-01						Windows Platform<LINE BREAK>http://sunsolve.sun.com/search/document.do?assetkey=urn:cds:docid:1-21<LINE BREAK>-119176-01-1
9|CVE-2006-6277|http://www.securityfocus.com/archive/1/453130/100/0/threaded||
10|CVE-2006-6277|http://www.securityfocus.com/bid/21369|Exploit|The vendor released a fix to address this issue. Please conatct the vendor for information on obtaining and applying the fix.
11|CVE-2006-6278,CVE-2006-6279|http://www.securityfocus.com/archive/1/453123/100/0/threaded||
12|CVE-2006-6278,CVE-2006-6279|http://www.securityfocus.com/bid/21373||The vendor has released an update to address these issues; please see the references for more information.
13|CVE-2006-6280|http://www.securityfocus.com/archive/1/452009/100/200/threaded||
14|CVE-2006-6280|http://www.securityfocus.com/bid/21172||Currently we are not aware of any vendor-supplied patches for this issue. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.commailto:vuldb@securityfocus.com.
15|CVE-2006-6281|http://www.securityfocus.com/archive/1/452128/100/200/threaded||
16|CVE-2006-6281|http://www.securityfocus.com/bid/21162||Currently we are not aware of any vendor-supplied patches for this issue. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
17|CVE-2006-6282,CVE-2006-6284,CVE-2006-6283|http://www.securityfocus.com/archive/1/452018/100/200/threaded||
18|CVE-2006-6282,CVE-2006-6284,CVE-2006-6283|http://www.securityfocus.com/bid/21196||Currently we are not aware of any vendor-supplied patches for these issues. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
19|CVE-2006-6285|http://www.securityfocus.com/bid/21378||Currently we are not aware of any vendor-supplied patches for this issue. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.commailto:vuldb@securityfocus.com.
20|CVE-2006-6286|http://www.securityfocus.com/bid/21382/info||
21|CVE-2006-6287|http://www.securityfocus.com/bid/21380||Currently we are not aware of any solutions for these issues. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
22|CVE-2007-6558,CVE-2006-6288|http://www.securityfocus.com/archive/1/485547/100/100/threaded||
23|CVE-2007-6558,CVE-2006-6288|http://www.securityfocus.com/archive/1/485564/100/100/threaded||
24|CVE-2007-6558,CVE-2006-6288|http://www.securityfocus.com/archive/1/485578/100/100/threaded||
25|CVE-2006-6288|http://www.securityfocus.com/bid/21396||The vendor has released CoolPlayer 216 to address these issues; please see the references for details.<LINE BREAK><LINE BREAK>			CoolPlayer CoolPlayer  215<LINE BREAK> <LINE BREAK>					CoolPlayer  CoolPlayer216_Bin.zip<LINE BREAK>http://downloads.sourceforge.net/coolplayer/CoolPlayer216_Bin.zip
26|CVE-2006-6289|http://www.securityfocus.com/bid/21265||Currently we are not aware of any vendor-supplied patches for this issue. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.commailto:vuldb@securityfocus.com.
27|CVE-2006-6291,CVE-2006-6290|http://www.securityfocus.com/archive/1/453118/100/100/threaded|VDB Entry,Third Party Advisory|
