|cve-id|cve-url|cve-desc|pub-time|score|vulner-types|cwe-id|cwe-url|cwe-def|cwe-rel|pd-info
0|CVE-2013-5537|https://www.cvedetails.com/cve/CVE-2013-5537/|The web framework on Cisco Web Security Appliance (WSA), Email Security Appliance (ESA), and Content Security Management Appliance (SMA) devices does not properly manage the state of HTTP and HTTPS sessions, which allows remote attackers to cause a denial of service (management GUI outage) via multiple TCP connections, aka Bug IDs CSCuj59411, CSCuf89818, and CSCuh05635.|2013-10-24|7.8|Denial Of Service|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,1288,Improper Validation of Consistency within Input;CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,111,Direct Use of Unsafe JNI;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,134,Use of Externally-Controlled Format String;MemberOf,1019,Validate Inputs;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,170,Improper Null Termination;ParentOf,112,Missing XML Validation;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,15,External Control of System or Configuration Setting;ParentOf,1287,Improper Validation of Specified Type of Input;ParentOf,109,Struts: Validator Turned Off;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,190,Integer Overflow or Wraparound;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,108,Struts: Unvalidated Action Form;ChildOf,707,Improper Neutralization;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,114,Process Control;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,110,Struts: Validator Without Form Field;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,73,External Control of File Name or Path;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,1173,Improper Use of Validation Framework;ParentOf,129,Improper Validation of Array Index;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments|Hardware,Cisco,Content Security Management Appliance,;OS,Cisco,Email Security Appliance Firmware,;Hardware,Cisco,Web Security Appliance,
1|CVE-2013-5538|https://www.cvedetails.com/cve/CVE-2013-5538/|The Sponsor Portal in Cisco Identity Services Engine (ISE) uses weak permissions for uploaded files, which allows remote attackers to read arbitrary files via a direct request, aka Bug ID CSCui67506.|2013-10-16|5.0|None|264|https://www.cvedetails.com/cwe-details/264/cwe.html|None|None|Hardware,Cisco,Identity Services Engine,;Application,Cisco,Identity Services Engine Software,
2|CVE-2013-5539|https://www.cvedetails.com/cve/CVE-2013-5539/|The upload-dialog implementation in Cisco Identity Services Engine (ISE) allows remote authenticated users to upload files with an arbitrary file type, and consequently conduct attacks against unspecified other systems, via a crafted file, aka Bug ID CSCui67511.|2013-10-16|6.0|None|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,1288,Improper Validation of Consistency within Input;CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,111,Direct Use of Unsafe JNI;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,134,Use of Externally-Controlled Format String;MemberOf,1019,Validate Inputs;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,170,Improper Null Termination;ParentOf,112,Missing XML Validation;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,15,External Control of System or Configuration Setting;ParentOf,1287,Improper Validation of Specified Type of Input;ParentOf,109,Struts: Validator Turned Off;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,190,Integer Overflow or Wraparound;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,108,Struts: Unvalidated Action Form;ChildOf,707,Improper Neutralization;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,114,Process Control;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,110,Struts: Validator Without Form Field;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,73,External Control of File Name or Path;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,1173,Improper Use of Validation Framework;ParentOf,129,Improper Validation of Array Index;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments|Hardware,Cisco,Identity Services Engine,;Application,Cisco,Identity Services Engine Software,
3|CVE-2013-5540|https://www.cvedetails.com/cve/CVE-2013-5540/|The file-upload feature in Cisco Identity Services Engine (ISE) allows remote authenticated users to cause a denial of service (disk consumption and administration-interface outage) by uploading many files, aka Bug ID CSCui67519.|2013-10-16|6.8|Denial Of Service|399|https://www.cvedetails.com/cwe-details/399/cwe.html|None|None|Hardware,Cisco,Identity Services Engine,;Application,Cisco,Identity Services Engine Software,
4|CVE-2013-5541|https://www.cvedetails.com/cve/CVE-2013-5541/|Cross-site scripting (XSS) vulnerability in the file-upload interface in Cisco Identity Services Engine (ISE) allows remote authenticated users to inject arbitrary web script or HTML via a crafted filename, aka Bug ID CSCui67495.|2013-10-16|3.5|Cross Site Scripting|79|https://www.cvedetails.com/cwe-details/79/cwe.html|CWE - 79 : Failure to Preserve Web Page Structure ('Cross-site Scripting')|PeerOf,352,Cross-Site Request Forgery (CSRF);MemberOf,137,Data Neutralization Issues;ParentOf,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages;ParentOf,84,Improper Neutralization of Encoded URI Schemes in a Web Page;ParentOf,83,Improper Neutralization of Script in Attributes in a Web Page;PeerOf,494,Download of Code Without Integrity Check;CanFollow,184,Incomplete List of Disallowed Inputs;CanFollow,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');ChildOf,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS);ParentOf,87,Improper Neutralization of Alternate XSS Syntax;ParentOf,692,Incomplete Denylist to Cross-Site Scripting;ParentOf,81,Improper Neutralization of Script in an Error Message Web Page;ParentOf,85,Doubled Character XSS Manipulations;CanPrecede,494,Download of Code Without Integrity Check;MemberOf,1019,Validate Inputs|Hardware,Cisco,Identity Services Engine,;Application,Cisco,Identity Services Engine Software,
5|CVE-2013-5542|https://www.cvedetails.com/cve/CVE-2013-5542/|Cisco Adaptive Security Appliance (ASA) Software 8.4 before 8.4(7.2), 8.7 before 8.7(1.8), 9.0 before 9.0(3.6), and 9.1 before 9.1(2.8) allows remote attackers to cause a denial of service (firewall-session disruption or device reload) via crafted ICMP packets, aka Bug ID CSCui77398.|2013-10-21|8.5|Denial Of Service|399|https://www.cvedetails.com/cwe-details/399/cwe.html|None|None|Application,Cisco,Adaptive Security Appliance Software,8.4(5);Application,Cisco,Adaptive Security Appliance Software,8.4(2);Application,Cisco,Adaptive Security Appliance Software,8.4(1);Application,Cisco,Adaptive Security Appliance Software,8.4(3);Application,Cisco,Adaptive Security Appliance Software,8.4;Application,Cisco,Adaptive Security Appliance Software,8.4(6);Application,Cisco,Adaptive Security Appliance Software,8.4(1.11);Application,Cisco,Adaptive Security Appliance Software,8.4(4.11);Application,Cisco,Adaptive Security Appliance Software,8.4(2.11);Application,Cisco,Adaptive Security Appliance Software,8.7;Application,Cisco,Adaptive Security Appliance Software,8.7(1.1);Application,Cisco,Adaptive Security Appliance Software,8.7(1.3);Application,Cisco,Adaptive Security Appliance Software,9.0(2);Application,Cisco,Adaptive Security Appliance Software,9.0(1);Application,Cisco,Adaptive Security Appliance Software,9.0;Application,Cisco,Adaptive Security Appliance Software,9.0(3);Application,Cisco,Adaptive Security Appliance Software,9.1(2);Application,Cisco,Adaptive Security Appliance Software,9.1(1);Application,Cisco,Adaptive Security Appliance Software,9.1;Application,Cisco,Adaptive Security Appliance Software,9.1(1.7)
6|CVE-2013-5543|https://www.cvedetails.com/cve/CVE-2013-5543/|Cisco IOS XE 3.4 before 3.4.2S and 3.5 before 3.5.1S on 1000 ASR devices allows remote attackers to cause a denial of service (device reload) via malformed ICMP error packets associated with a (1) TCP or (2) UDP session that is under inspection by the Zone-Based Firewall (ZBFW) component, aka Bug ID CSCtt26470.|2013-10-31|7.8|Denial Of Service|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,1288,Improper Validation of Consistency within Input;CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,111,Direct Use of Unsafe JNI;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,134,Use of Externally-Controlled Format String;MemberOf,1019,Validate Inputs;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,170,Improper Null Termination;ParentOf,112,Missing XML Validation;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,15,External Control of System or Configuration Setting;ParentOf,1287,Improper Validation of Specified Type of Input;ParentOf,109,Struts: Validator Turned Off;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,190,Integer Overflow or Wraparound;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,108,Struts: Unvalidated Action Form;ChildOf,707,Improper Neutralization;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,114,Process Control;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,110,Struts: Validator Without Form Field;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,73,External Control of File Name or Path;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,1173,Improper Use of Validation Framework;ParentOf,129,Improper Validation of Array Index;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments|Hardware,Cisco,Asr 1001 Router,;Hardware,Cisco,Asr 1002 Router,;Hardware,Cisco,Asr 1002-x Router,;Hardware,Cisco,Asr 1004 Router,;Hardware,Cisco,Asr 1006 Router,;Hardware,Cisco,Asr 1023 Router,;OS,Cisco,Ios Xe,3.4.0as;OS,Cisco,Ios Xe,3.4.0s;OS,Cisco,Ios Xe,3.4.1s
7|CVE-2013-5544|https://www.cvedetails.com/cve/CVE-2013-5544/|The VPN authentication functionality in Cisco Adaptive Security Appliance (ASA) Software allows remote attackers to cause a denial of service (device reload) by sending many username-from-cert IKE requests, aka Bug ID CSCua91108.|2013-10-22|5.4|Denial Of Service|399|https://www.cvedetails.com/cwe-details/399/cwe.html|None|None|Application,Cisco,Adaptive Security Appliance Software,
8|CVE-2013-5545|https://www.cvedetails.com/cve/CVE-2013-5545/|The PPTP ALG implementation in Cisco IOS XE 3.9 before 3.9.2S on 1000 ASR devices allows remote attackers to cause a denial of service (device reload) by sending many PPTP packets over NAT, aka Bug ID CSCuh19936.|2013-10-31|7.8|Denial Of Service|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,1288,Improper Validation of Consistency within Input;CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,111,Direct Use of Unsafe JNI;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,134,Use of Externally-Controlled Format String;MemberOf,1019,Validate Inputs;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,170,Improper Null Termination;ParentOf,112,Missing XML Validation;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,15,External Control of System or Configuration Setting;ParentOf,1287,Improper Validation of Specified Type of Input;ParentOf,109,Struts: Validator Turned Off;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,190,Integer Overflow or Wraparound;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,108,Struts: Unvalidated Action Form;ChildOf,707,Improper Neutralization;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,114,Process Control;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,110,Struts: Validator Without Form Field;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,73,External Control of File Name or Path;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,1173,Improper Use of Validation Framework;ParentOf,129,Improper Validation of Array Index;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments|Hardware,Cisco,Asr 1001 Router,;Hardware,Cisco,Asr 1002 Router,;Hardware,Cisco,Asr 1002-x Router,;Hardware,Cisco,Asr 1004 Router,;Hardware,Cisco,Asr 1006 Router,;Hardware,Cisco,Asr 1023 Router,;OS,Cisco,Ios Xe,3.9.0s;OS,Cisco,Ios Xe,3.9.1s
9|CVE-2013-5546|https://www.cvedetails.com/cve/CVE-2013-5546/|The TCP reassembly feature in Cisco IOS XE 3.7 before 3.7.3S and 3.8 before 3.8.1S on 1000 ASR devices allows remote attackers to cause a denial of service (device reload) via large TCP packets that are processed by the (1) NAT or (2) ALG component, aka Bug ID CSCud72509.|2013-10-31|7.8|Denial Of Service|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,1288,Improper Validation of Consistency within Input;CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,111,Direct Use of Unsafe JNI;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ParentOf,103,Struts: Incomplete validate() Method Definition;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,134,Use of Externally-Controlled Format String;MemberOf,1019,Validate Inputs;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,170,Improper Null Termination;ParentOf,112,Missing XML Validation;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');ParentOf,15,External Control of System or Configuration Setting;ParentOf,1287,Improper Validation of Specified Type of Input;ParentOf,109,Struts: Validator Turned Off;ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,190,Integer Overflow or Wraparound;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,108,Struts: Unvalidated Action Form;ChildOf,707,Improper Neutralization;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,114,Process Control;ParentOf,106,Struts: Plug-in Framework not in Use;ParentOf,110,Struts: Validator Without Form Field;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,73,External Control of File Name or Path;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,1173,Improper Use of Validation Framework;ParentOf,129,Improper Validation of Array Index;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,622,Improper Validation of Function Hook Arguments|Hardware,Cisco,Asr 1001 Router,;Hardware,Cisco,Asr 1002 Router,;Hardware,Cisco,Asr 1002-x Router,;Hardware,Cisco,Asr 1004 Router,;Hardware,Cisco,Asr 1006 Router,;Hardware,Cisco,Asr 1023 Router,;OS,Cisco,Ios Xe,3.7.0s;OS,Cisco,Ios Xe,3.7.1s;OS,Cisco,Ios Xe,3.7.2s;OS,Cisco,Ios Xe,3.8.0s
